,stressor,Gene_set_Term,Genes
1049,CM,GO_Biological_Process_2023_Positive Regulation Of Cellular Catabolic Process (GO:0031331),DTX3L;ZBTB20;HIF1A;SUPV3L1;MOV10;TBK1;TRIM5;ZC3H12A;PIM2;TRIM38;TRIM21;TRIM22;OPTN
1050,CM,GO_Biological_Process_2023_Negative Regulation Of Cell Migration (GO:0030336),CD74;IGFBP3;TPM1;DAB2IP;ARID4B;MIA3;CX3CL1;RHOB;BST2;RAP2C;DPYSL3;RAC1;TIMP1;TRIB1
1051,CM,GO_Biological_Process_2023_Positive Regulation Of Leukocyte Chemotaxis (GO:0002690),CREB3;CXCL10;CSF1;MDK;CCL5;MOSPD2;LGMN
1052,CM,GO_Biological_Process_2023_Regulation Of Exocytosis (GO:0017157),RAB3B;RAB2B;RALA;RAB13;RAB27A;STX4;RAB8B
1053,CM,GO_Biological_Process_2023_Positive Regulation Of Response To Biotic Stimulus (GO:0002833),AKIRIN2;GBP5;PLSCR1;CCL5;IFI35;TRIM56
1054,CM,GO_Biological_Process_2023_Maintenance Of Blood-Brain Barrier (GO:0035633),TJP1;LSR;F11R;ACTG1;TJP2
1055,CM,GO_Biological_Process_2023_Positive Regulation Of Viral Genome Replication (GO:0045070),GBP7;STAU1;CCL5;IFIT1;SRPK1
1056,CM,GO_Biological_Process_2023_Response To Molecule Of Bacterial Origin (GO:0002237),CXCL8;GCH1;NOCT;PELI1;TNFAIP3;JAK2;TRIB1;CXCL2
0,IFNG,BioPlanet_2019_Interferon signaling,IFITM3;CIITA;UBE2L6;ADAR;IFI35;IFI30;IFIT1;IFIT3;ICAM1;IFIT2;HERC5;MT2A;TRIM25;JAK2;B2M;DDX58;HLA-B;HLA-C;HLA-A;HLA-F;HLA-E;IFI27;OAS1;IRF1;OAS3;IRF2;IRF7;KPNB1;IRF9;SP100;IFI6;USP18;SOCS1;UBB;UBC;GBP2;GBP1;GBP4;GBP3;STAT1;STAT2;MX1;EIF2AK2;ISG15;PML;PSMB8;ISG20;HLA-DRA;XAF1
1,IFNG,BioPlanet_2019_Immune system,IFITM3;CD40;CIITA;YWHAB;RNF19B;UBE2L6;ADAR;IFI35;IFIT1;IFI30;IFIT3;CTSS;IFIT2;ICAM1;HERC5;IFIH1;MT2A;CTSO;CDH1;DHX58;TRIM25;FBXO6;JAK2;B2M;TRIM21;PDIA3;DTX3L;RIPK2;DDX58;HLA-B;TAP2;HLA-C;TAP1;HLA-A;HLA-F;HLA-E;RBX1;TAPBP;PSMA3;PSMA4;IFI27;OAS1;PSMA2;IRF1;OAS3;IRF2;PSME1;TAX1BP1;IRF7;PSME2;TXNIP;RBCK1;TLR3;IRF9;KPNB1;CD274;SP100;UBA6;UNC93B1;IFI6;NLRC5;USP18;PSMB10;C2;SOCS1;PSMB2;UBB;PSMB3;UBC;TNFRSF14;GBP2;GBP1;GBP4;GBP3;CD74;ERAP2;STAT1;STAT2;MX1;STAT3;EIF2AK2;ISG15;PML;PSMB8;PSMB9;ISG20;CYLD;HLA-DRA;XAF1;LGMN
2,IFNG,"BioPlanet_2019_Immune system signaling by interferons, interleukins, prolactin, and growth hormones",IFITM3;CIITA;YWHAB;UBE2L6;ADAR;IFI35;IFI30;IFIT1;IFIT3;ICAM1;IFIT2;HERC5;MT2A;TRIM25;JAK2;B2M;RIPK2;DDX58;HLA-B;HLA-C;HLA-A;HLA-F;HLA-E;RBX1;IFI27;OAS1;IRF1;OAS3;IRF2;IRF7;KPNB1;IRF9;SP100;IFI6;USP18;SOCS1;UBB;UBC;GBP2;GBP1;GBP4;GBP3;STAT1;STAT2;STAT3;MX1;EIF2AK2;ISG15;PSMB8;PML;ISG20;HLA-DRA;XAF1
3,IFNG,BioPlanet_2019_Interferon alpha/beta signaling,IFITM3;IFI6;ADAR;IFI35;IFIT1;USP18;IFIT3;IFIT2;SOCS1;GBP2;STAT1;STAT2;MX1;HLA-B;HLA-C;ISG15;HLA-A;HLA-F;PSMB8;HLA-E;ISG20;IFI27;OAS1;IRF1;OAS3;IRF2;IRF7;XAF1;IRF9
4,IFNG,BioPlanet_2019_Interferon-gamma signaling pathway,CIITA;SP100;IFI30;ICAM1;MT2A;SOCS1;JAK2;GBP2;B2M;GBP1;GBP4;GBP3;STAT1;STAT3;HLA-B;HLA-C;HLA-A;HLA-F;PML;HLA-E;OAS1;IRF1;OAS3;IRF2;IRF7;HLA-DRA;CALM3;IRF9
5,IFNG,BioPlanet_2019_Type II interferon signaling (interferon-gamma),CIITA;CXCL9;STAT1;STAT2;HLA-B;IFI6;TAP1;EIF2AK2;ISG15;ICAM1;IFIT2;PSMB9;CXCL10;SOCS1;OAS1;IRF1;IRF2;JAK2;GBP1;IRF9
6,IFNG,BioPlanet_2019_Antigen processing: cross presentation,PDIA3;HLA-B;TAP2;HLA-C;TAP1;HLA-A;HLA-F;CTSS;PSMB10;PSMB8;HLA-E;TAPBP;PSMB9;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;UBC;PSME1;PSME2;B2M
7,IFNG,"BioPlanet_2019_Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins",UBA6;RNF19B;UBE2L6;CTSS;PSMB10;SOCS1;PSMB2;UBB;PSMB3;UBC;FBXO6;B2M;TRIM21;PDIA3;DTX3L;ERAP2;HLA-B;TAP2;HLA-C;TAP1;HLA-A;HLA-F;PSMB8;HLA-E;PSMB9;RBX1;TAPBP;PSMA3;PSMA4;PSMA2;PSME1;PSME2;RBCK1
8,IFNG,BioPlanet_2019_Antigen processing and presentation,PDIA3;CD74;CIITA;HLA-B;TAP2;HLA-C;TAP1;HLA-A;IFI30;HLA-F;CTSS;PSMB8;HLA-E;TAPBP;PSMB9;RFX5;PSME1;PSME2;HLA-DRA;B2M;LGMN
9,IFNG,BioPlanet_2019_Adaptive immune system,CD274;CD40;YWHAB;UBA6;RNF19B;UBE2L6;IFI30;PSMB10;CTSS;ICAM1;CTSO;SOCS1;PSMB2;UBB;PSMB3;CDH1;UBC;TNFRSF14;FBXO6;B2M;TRIM21;PDIA3;CD74;DTX3L;ERAP2;RIPK2;HLA-B;TAP2;HLA-C;TAP1;HLA-A;HLA-F;PSMB8;PSMB9;HLA-E;RBX1;TAPBP;PSMA3;PSMA4;PSMA2;PSME1;PSME2;HLA-DRA;RBCK1;LGMN
10,IFNG,BioPlanet_2019_Interleukin-2 signaling pathway,IFITM3;BTG1;CSF1;YWHAB;IFIT1;CTSS;ICAM1;MT2A;CTSO;CASP3;NAMPT;TNFSF10;JAK2;TRIM21;PDIA3;WARS;BTN3A1;TAP1;TRAFD1;BTN3A3;BTN3A2;ATP1B1;KARS;TMX1;IRF1;TOP1;VAMP5;IRF9;MT1E;LY6E;MACF1;SP100;USP15;ABCB1;CREM;SAMHD1;SOCS1;UBC;TNFRSF14;GBP1;ZNF267;APOBEC3G;STAT1;MX1;STAT3;IFI44;NMI;CFLAR;GADD45G;THEMIS2;BCL6;FAS;CD68
11,IFNG,BioPlanet_2019_Proteasome degradation,HLA-B;HLA-C;HLA-A;HLA-F;PSMB10;PSMB8;HLA-E;PSMB9;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;UBC;PSME1;PSME2
12,IFNG,BioPlanet_2019_Thymic stromal lymphopoietin (TSLP) pathway,CD274;CD40;CXCL9;CSF1;SLC44A1;PSMB10;PSMB8;ICAM1;PSMB9;CXCL10;PSMA4;PSMB2;PSMA2;LAMP3;IRF1;IRF2;PSME1;PSME2;IDO1
13,IFNG,BioPlanet_2019_Apoptosis,YWHAB;PSMB10;CASP7;PSMB2;UBB;PSMB3;CDH1;CASP3;UBC;TNFSF10;MCL1;CFLAR;PSMB8;PSMB9;PSMA3;H1F0;PSMA4;PSMA2;IRF1;IRF2;PSME1;NMT1;IRF7;PSME2;FAS;KPNB1
14,IFNG,BioPlanet_2019_RIG-I/MDA5-mediated induction of interferon-alpha/beta pathways,DDX58;NLRC5;UBE2L6;ISG15;HERC5;IFIH1;CYLD;UBB;IRF1;DHX58;IRF2;UBC;IRF7;TAX1BP1;TRIM25
15,IFNG,BioPlanet_2019_Negative regulators of RIG-I/MDA5 signaling,HERC5;IFIH1;CYLD;UBB;DDX58;UBC;NLRC5;TAX1BP1;TRIM25;UBE2L6;ISG15
16,IFNG,BioPlanet_2019_Destabilization of mRNA by AUF1 (hnRNP D0),APOBEC3G;PSMB10;PSMB8;RBX1;PSMB9;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;UBC;PSME1;PSME2
17,IFNG,BioPlanet_2019_HIV factor interactions with host,APOBEC3G;HLA-A;RANGAP1;PSMB10;PSMB8;RBX1;PSMB9;PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2;B2M;KPNB1
18,IFNG,BioPlanet_2019_Endosomal/vacuolar pathway,HLA-B;HLA-C;HLA-A;HLA-F;B2M;CTSS;HLA-E
19,IFNG,BioPlanet_2019_Apoptosis regulation,POMP;PSMB10;PSMB8;PSMB9;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;CASP3;UBC;PSME1;PSME2
20,IFNG,BioPlanet_2019_T cell receptor regulation of apoptosis,IFITM3;CXCL9;BTG1;ABCB1;CEBPD;MAX;C2;SH3BGRL;CASP3;NAMPT;GBP1;GBP3;MCL1;EIF5A;STAT1;MX1;HLA-B;SHISA5;TAP1;CFLAR;PSMB8;PSMB9;CXCL10;PPA1;NCL;IRF1;PSME1;S100A6;IRF7;PSME2;NUCB1;FAS;LAP3;PTMA;ATF3;TLR3
21,IFNG,BioPlanet_2019_Antiviral mechanism by interferon-stimulated genes,DDX58;STAT1;MX1;EIF2AK2;UBE2L6;ISG15;IFIT1;USP18;HERC5;UBB;UBC;TRIM25;KPNB1
22,IFNG,BioPlanet_2019_mRNA stability regulation by proteins that bind AU-rich elements,YWHAB;PSMB10;PSMB8;PSMB9;PSMA3;PSMA4;XRN1;PSMB2;UBB;PSMA2;PSMB3;UBC;PSME1;PSME2
23,IFNG,BioPlanet_2019_Cyclin A-Cdk2-associated events at S phase entry,MAX;PSMB10;PSMB8;PSMB9;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;UBC;PSME1;PSME2
24,IFNG,BioPlanet_2019_Degradation of beta-catenin by the destruction complex,PSMB10;PSMB8;RBX1;PSMB9;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;UBC;PSME1;PSME2
25,IFNG,BioPlanet_2019_Ubiquitin-mediated degradation of phosphorylated Cdc25A,PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;UBC;PSME1;PSME2;PSMB10;PSMB8;PSMB9
26,IFNG,BioPlanet_2019_Activation of NF-kappaB in B cells,PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;UBC;PSME1;PSME2;PSMB10;PSMB8;PSMB9
27,IFNG,BioPlanet_2019_HIV infection,APOBEC3G;HLA-A;RANGAP1;PSMB8;PSMB10;PSMB9;RBX1;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;UBC;PSME1;NMT1;PSME2;B2M;KPNB1
28,IFNG,BioPlanet_2019_APC/C-mediated degradation of cell cycle proteins,PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;UBC;PSME1;PSME2;PSMB10;PSMB8;PSMB9
29,IFNG,BioPlanet_2019_Innate immune system,RIPK2;DDX58;UNC93B1;NLRC5;UBE2L6;ISG15;CTSS;C2;HERC5;IFIH1;CYLD;UBB;IRF1;DHX58;UBC;IRF2;TAX1BP1;IRF7;TRIM25;TXNIP;TLR3;LGMN
30,IFNG,BioPlanet_2019_DNA replication pre-Initiation,PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;UBC;PSME1;PSME2;PSMB10;PSMB8;PSMB9
31,IFNG,BioPlanet_2019_Autodegradation of Cdh1 by Cdh1-APC/C,PSMA3;PSMA4;PSMB2;PSMA2;PSMB3;PSME1;PSME2;PSMB10;PSMB8;PSMB9
32,IFNG,BioPlanet_2019_S phase,MAX;PSMB10;PSMB8;PSMB9;PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2
33,IFNG,BioPlanet_2019_Licensing factor removal from origins,PSMA3;PSMA4;PSMB2;PSMA2;PSMB3;PSME1;PSME2;PSMB10;PSMB8;PSMB9
34,IFNG,BioPlanet_2019_Mitotic G1-G1/S phases,MAX;PPP2R2A;PSMB10;PSMB8;PSMB9;PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2
35,IFNG,BioPlanet_2019_Downstream signaling events Of B cell receptor (BCR),PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2;PSMB10;PSMB8;PSMB9
36,IFNG,BioPlanet_2019_Allograft rejection,CD40;HLA-B;HLA-C;FAS;HLA-DRA;HLA-A;HLA-F;HLA-E
37,IFNG,BioPlanet_2019_Cell cycle checkpoints,PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2;PSMB10;PSMB8;PSMB9
38,IFNG,BioPlanet_2019_Interleukin-12-mediated signaling events,SOCS1;RIPK2;STAT1;STAT3;HLA-DRA;HLA-A;JAK2;B2M;GADD45G
39,IFNG,BioPlanet_2019_HIF-1 degradation in normoxia,PSMA3;PSMA4;PSMB2;PSMA2;PSMB3;PSME1;PSME2;PSMB10;PSMB8;PSMB9
40,IFNG,BioPlanet_2019_Autoimmune thyroid disease,CD40;HLA-B;HLA-C;FAS;HLA-DRA;HLA-A;HLA-F;HLA-E
41,IFNG,BioPlanet_2019_Viral myocarditis,CD40;CASP3;HLA-B;HLA-C;HLA-DRA;HLA-A;HLA-F;ICAM1;HLA-E
42,IFNG,BioPlanet_2019_Graft-versus-host disease,HLA-B;HLA-C;FAS;HLA-DRA;HLA-A;HLA-F;HLA-E
43,IFNG,BioPlanet_2019_Type 1 diabetes mellitus,HLA-B;HLA-C;FAS;HLA-DRA;HLA-A;HLA-F;HLA-E
44,IFNG,BioPlanet_2019_TRAF6-mediated IRF7 activation,IFIH1;DDX58;IRF1;IRF2;IRF7;TRIM25
45,IFNG,BioPlanet_2019_Signaling by the B cell receptor (BCR),PSMA3;PSMA4;UBB;PSMB2;PSMA2;PSMB3;UBC;PSME1;PSME2;PSMB10;PSMB8;PSMB9
46,IFNG,BioPlanet_2019_FSH regulation of apoptosis,IFITM3;STAT1;CREM;RAB27A;MT1X;ISG15;IFI35;CFLAR;RANGAP1;RGS4;ID4;S100A6;ACP2;GBP1;ANGPTL1;PLA1A
47,IFNG,"BioPlanet_2019_TNF-alpha effects on cytokine activity, cell motility, and apoptosis",CXCL10;CD40;CSF1;RIPK2;IRF1;IFIT5;TNFSF10;TAPBPL;CFLAR;OPTN;ICAM1
48,IFNG,BioPlanet_2019_RIG-I-like receptor signaling pathway,IFIH1;CXCL10;CYLD;DDX58;DHX58;IRF7;TRIM25;ISG15
49,IFNG,BioPlanet_2019_Cell cycle,MAX;YWHAB;PPP2R2A;RANGAP1;PSMB10;PSMB8;REC8;SYNE2;PSMB9;GADD45G;RBX1;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;CDH1;UBC;PSME1;PSME2
50,IFNG,BioPlanet_2019_Disease,YWHAB;PSMB10;PSMB2;UBB;PSMB3;UBC;B2M;APOBEC3G;STAT1;STAT3;RAB27A;EIF2AK2;HLA-A;RANGAP1;PDIA6;PSMB8;PSMB9;RBX1;PSMA3;PSMA4;PSMA2;PSME1;NMT1;PSME2;ATF3;ITM2B;KPNB1
51,IFNG,BioPlanet_2019_Toll-like receptor endosomal trafficking and processing,UNC93B1;CTSS;TLR3;LGMN
52,IFNG,BioPlanet_2019_Proteasome complex,PSMA3;PSMA4;PSMB2;PSMA2;PSMB3
53,IFNG,BioPlanet_2019_CTL mediated immune response against target cells,FAS;HLA-A;B2M;ICAM1
54,IFNG,BioPlanet_2019_Interleukin-4 regulation of apoptosis,NNMT;RSAD2;RIPK2;STAT1;DENND4A;MX1;IFI6;CREM;RNF19B;UBE2L6;BCL6;CASP3;TNFSF10;GBP2;FKBP5
55,IFNG,BioPlanet_2019_DNA replication,RANGAP1;PSMB8;PSMB10;PSMB9;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;UBC;PSME1;PSME2
56,IFNG,BioPlanet_2019_TRAF3-dependent IRF activation pathway,IFIH1;DDX58;IRF7;TRIM25
57,IFNG,BioPlanet_2019_Cell adhesion molecules (CAMs),CD274;CD40;CDH1;HLA-B;HLA-C;HLA-DRA;HLA-A;HLA-F;ICAM1;HLA-E
58,IFNG,BioPlanet_2019_Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon,UBB;UBC;IRF7;TLR3
59,IFNG,BioPlanet_2019_Amino acid metabolism,PSMA3;PSMA4;PSMB2;PSMA2;PSMB3;PSME1;PSME2;GLUL;PSMB8;PSMB10;IDO1;PSMB9
60,IFNG,BioPlanet_2019_Toll-like receptor signaling pathway regulation,CXCL10;CYLD;CD40;CXCL9;SOCS1;STAT1;IRF7;TRAFD1;RBCK1;TLR3
61,IFNG,BioPlanet_2019_Immunoregulatory interactions between a lymphoid and a non-lymphoid cell,CD40;CDH1;HLA-B;HLA-C;HLA-A;HLA-F;B2M;ICAM1;HLA-E
62,IFNG,BioPlanet_2019_Lysosome,LAPTM4A;CTSO;LAMP3;ACP2;AP3B1;CD68;GNS;CTSS;LGMN
63,IFNG,BioPlanet_2019_Bystander B cell activation,CD40;FAS;HLA-DRA
64,IFNG,BioPlanet_2019_Oncostatin M,CEBPD;STAT1;STAT3;SECTM1;ICAM1;BTC;MT2A;H1F0;SOCS1;OAS1;IRF1;NAMPT;B2M;ATF3;MT1E
65,IFNG,BioPlanet_2019_Primary immunodeficiency,CD40;CIITA;RFX5;TAP2;TAP1
66,IFNG,"BioPlanet_2019_cAMP receptor, G-protein-independent pathways inferred from amoeba model",STAT1;STAT2;STAT3
67,IFNG,BioPlanet_2019_Toll receptor cascades,UBB;RIPK2;UNC93B1;UBC;IRF7;EIF2AK2;UBE2L6;CTSS;TLR3;LGMN
68,IFNG,BioPlanet_2019_FAS pathway and stress induction of heat shock protein regulation,CASP7;RIPK2;CASP3;FAS;CFLAR
69,IFNG,BioPlanet_2019_Interferon-alpha signaling pathway,STAT1;STAT2;IRF9
70,IFNG,BioPlanet_2019_TGF-beta regulation of extracellular matrix,CSF1;CEBPD;GOLM1;DENND4A;INPP1;CREM;TAP1;LMO7;BTN3A2;IFIT1;ATP1B1;SAT1;IFIT3;RGS4;PPA1;TNFSF10;ID4;GBP2;ATF3;IRF9;IDO1
71,IFNG,BioPlanet_2019_Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP),CSF1;STAT1;STAT3;EIF2AK2;KPNB1
72,IFNG,BioPlanet_2019_B lymphocyte cell surface molecules,CD40;HLA-DRA;ICAM1
73,IFNG,BioPlanet_2019_Interferon alpha signaling regulation,SOCS1;STAT1;STAT2;USP18
74,IFNG,BioPlanet_2019_Interleukin-27-mediated signaling events,STAT1;STAT2;STAT3;JAK2
75,IFNG,BioPlanet_2019_Assembly of HIV virion,UBB;UBC;NMT1
76,IFNG,BioPlanet_2019_NF-kappaB activation through FADD/RIP-1 pathway,IFIH1;DDX58;TRIM25
77,IFNG,BioPlanet_2019_Signaling by ERBB4,PSENEN;BTC;UBB;YWHAB;UBC;JAK2;RBX1
78,IFNG,BioPlanet_2019_Activation of DNA fragmentation factor,H1F0;CASP3;KPNB1
79,IFNG,BioPlanet_2019_Death receptor signaling,TNFSF10;FAS;CFLAR
80,IFNG,BioPlanet_2019_Interleukin-22 soluble receptor signaling pathway,STAT1;STAT3;JAK2
81,IFNG,BioPlanet_2019_Phagosome,HLA-B;TAP2;HLA-C;TAP1;HLA-DRA;HLA-A;HLA-F;CTSS;HLA-E
82,IFNG,BioPlanet_2019_Interleukin-6 signaling pathway,CEBPD;STAT1;IRF1;STAT3;JAK2;MCL1
83,IFNG,BioPlanet_2019_Interferon gamma signaling regulation,SOCS1;STAT1;JAK2
84,IFNG,BioPlanet_2019_Apoptosis intrinsic pathway,CASP7;YWHAB;CASP3;NMT1
85,IFNG,BioPlanet_2019_Prolactin activation of MAPK signaling,SOCS1;STAT1;CASP3;IRF1;STAT3;JAK2
86,IFNG,BioPlanet_2019_Apoptotic execution  phase,CASP7;H1F0;CDH1;CASP3;KPNB1
87,IFNG,BioPlanet_2019_TRAF6-mediated induction of TAK1 complex,UBB;UBC;TLR3
88,IFNG,BioPlanet_2019_Interleukin-4 signaling pathway,SOCS1;BCL6;STAT1;STAT3;HLA-DRA;PARP14;JAK2
89,IFNG,BioPlanet_2019_Cell death signaling by NRIF in the nucleus,PSENEN;UBB;UBC
90,IFNG,BioPlanet_2019_p75 neurotrophin receptor signaling via NF-kB,UBB;RIPK2;UBC
91,IFNG,BioPlanet_2019_Natural killer cell-mediated cytotoxicity,CASP3;TNFSF10;HLA-B;HLA-C;FAS;HLA-A;ICAM1;HLA-E
92,IFNG,BioPlanet_2019_Apoptosis modulation and signaling,CASP7;CASP3;TNFSF10;FAS;CFLAR;MCL1
93,IFNG,BioPlanet_2019_EPO receptor signaling,SOCS1;STAT1;STAT3;JAK2
94,IFNG,BioPlanet_2019_Induction of apoptosis through DR3 and DR4/5 death receptors,CASP7;CASP3;TNFSF10;CFLAR
95,IFNG,BioPlanet_2019_Leptin influence on immune response,IRF2;TNFSF10;CTSS;ANGPTL1;CXCL16;IFIT2;C2
96,IFNG,BioPlanet_2019_Caspase cascade in apoptosis,CASP7;CASP3;TNFSF10;FAS;TOP1
97,IFNG,BioPlanet_2019_Transcriptional activity regulation by PML,SP100;FAS;PML
98,IFNG,BioPlanet_2019_Fas signaling pathway,CASP7;RIPK2;CASP3;FAS;CD47;CFLAR;C2
99,IFNG,BioPlanet_2019_Interleukin-23-mediated signaling events,CXCL9;STAT1;STAT3;JAK2
100,IFNG,BioPlanet_2019_Apoptosis modulation by HSP70,CASP7;CASP3;FAS
101,IFNG,BioPlanet_2019_Circadian rhythm,HELZ2;UBB;NAMPT;UBC;RBX1
102,IFNG,BioPlanet_2019_Interleukin-1 regulation of extracellular matrix,RGS4;MT2A;SLC25A28;NAMPT;ALDH1A1;HLA-B;ICAM1
103,IFNG,BioPlanet_2019_Integrated breast cancer pathway,USP15;APOBEC3G;CDH1;MAX;STAT1;CASP3;MYCBP2;PML
104,IFNG,BioPlanet_2019_Apoptotic signaling in response to DNA damage,CASP7;STAT1;CASP3
105,IFNG,BioPlanet_2019_Nuclear signaling by ErbB4,PSENEN;BTC;JAK2;RBX1
106,IFNG,BioPlanet_2019_Bioactive peptide-induced signaling pathway,STAT1;STAT3;CALM3;JAK2
107,IFNG,BioPlanet_2019_Telomerase regulation,ZNFX1;MAX;IRF1;NCL;NBN
108,IFNG,BioPlanet_2019_Apoptotic factor-mediated response,CASP7;CASP3
109,IFNG,BioPlanet_2019_TRAF6 mediated NF-kB activation,IFIH1;DDX58;TRIM25
110,IFNG,BioPlanet_2019_Growth hormone receptor signaling,SOCS1;STAT1;STAT3;JAK2
111,IFNG,BioPlanet_2019_MicroRNA regulation of DNA damage response,CASP3;FAS;NBN;PML;GADD45G
112,IFNG,BioPlanet_2019_Interleukin-12/STAT4 pathway,IRF1;STAT3;HLA-DRA;JAK2
113,IFNG,BioPlanet_2019_TNF-alpha signaling pathway,CYLD;CASP7;STAT1;CASP3;CFLAR;GLUL
114,IFNG,BioPlanet_2019_Cytosolic tRNA aminoacylation,WARS;KARS;PPA1
115,IFNG,BioPlanet_2019_Nicotinate and nicotinamide metabolism,NT5C3A;NNMT;NAMPT
116,IFNG,BioPlanet_2019_Adipogenesis,SOCS1;CEBPD;STAT1;STAT2;NAMPT;STAT3;FAS
117,IFNG,BioPlanet_2019_Membrane trafficking,GJD2;VAMP8;UBB;UBC;AP3B1;GNS;CHMP5
118,IFNG,BioPlanet_2019_Downregulation of ERBB4 signaling,UBB;UBC
119,IFNG,BioPlanet_2019_MHC class II antigen presentation,CD74;CTSO;HLA-DRA;IFI30;CTSS;LGMN
120,IFNG,BioPlanet_2019_Cellular response to hypoxia,UBB;UBC;RBX1
121,IFNG,BioPlanet_2019_TPO signaling pathway,STAT1;STAT3;JAK2
122,IFNG,BioPlanet_2019_Diurnally regulated genes with circadian orthologs,DNAJA1;BTG1;PSMA4;ETV6
123,IFNG,Panther_2016_JAK/STAT signaling pathway Homo sapiens P00038,SOCS1;STAT1;STAT3;JAK2
124,IFNG,Panther_2016_FAS signaling pathway Homo sapiens P00020,CASP7;PARP3;CASP3;FAS;CFLAR
125,IFNG,Panther_2016_Apoptosis signaling pathway Homo sapiens P00006,CASP7;CASP3;TNFSF10;EIF2AK2;FAS;CFLAR;ATF3;MCL1
126,IFNG,Panther_2016_Parkinson disease Homo sapiens P00049,PSMA3;PSMA4;YWHAB;PSMA2;PSMB3;UBE2L6;PSMB10
127,IFNG,KEGG_2019_Human_Epstein-Barr virus infection,CD40;ICAM1;CASP3;CIR1;B2M;PDIA3;STAT1;DDX58;STAT2;STAT3;HLA-B;TAP2;HLA-C;EIF2AK2;TAP1;ISG15;HLA-A;HLA-F;HLA-E;GADD45G;TAPBP;CXCL10;OAS1;OAS3;IRF7;FAS;HLA-DRA;IRF9
128,IFNG,KEGG_2019_Human_Antigen processing and presentation,PDIA3;CD74;CIITA;TAP2;HLA-B;TAP1;HLA-C;HLA-A;IFI30;HLA-F;CTSS;TAPBP;HLA-E;RFX5;PSME1;PSME2;HLA-DRA;B2M;LGMN
129,IFNG,KEGG_2019_Human_Influenza A,CIITA;RSAD2;DDX58;STAT1;STAT2;MX1;EIF2AK2;ADAR;PML;ICAM1;IFIH1;CXCL10;OAS1;OAS3;TNFSF10;IRF7;TRIM25;HLA-DRA;FAS;JAK2;IRF9;TLR3
130,IFNG,KEGG_2019_Human_Hepatitis C,RSAD2;YWHAB;DDX58;STAT1;STAT2;MX1;STAT3;EIF2AK2;PPP2R2A;CFLAR;IFIT1;CXCL10;OAS1;CASP3;OAS3;IRF7;FAS;IRF9;TLR3
131,IFNG,KEGG_2019_Human_Proteasome,PSMA3;PSMA4;PSMB2;PSMB3;PSMA2;POMP;PSME1;PSME2;PSMB10;PSMB8;PSMB9
132,IFNG,KEGG_2019_Human_Kaposi sarcoma-associated herpesvirus infection,GABARAPL1;STAT1;STAT2;STAT3;HLA-B;HLA-C;EIF2AK2;HLA-A;HLA-F;ICAM1;HLA-E;UBB;CASP3;IRF7;FAS;CALM3;JAK2;IRF9;TLR3
133,IFNG,KEGG_2019_Human_Herpes simplex virus 1 infection,SP100;IFIH1;CASP3;TNFRSF14;JAK2;B2M;ZNF267;PDIA3;CD74;STAT1;DDX58;STAT2;HLA-B;TAP2;HLA-C;TAP1;EIF2AK2;HLA-A;HLA-F;PML;HLA-E;TAPBP;BST2;OAS1;OAS3;IRF7;FAS;HLA-DRA;TLR3;IRF9
134,IFNG,KEGG_2019_Human_Necroptosis,PARP3;MLKL;STAT1;STAT2;STAT3;EIF2AK2;CFLAR;CYLD;TNFSF10;FAS;RBCK1;JAK2;GLUL;IRF9;TLR3;CHMP5
135,IFNG,KEGG_2019_Human_NOD-like receptor signaling pathway,GSDMD;GABARAPL1;RIPK2;STAT1;STAT2;OAS1;OAS3;NAMPT;IRF7;TXNIP;RBCK1;GBP2;GBP1;IRF9;GBP4;GBP3
136,IFNG,KEGG_2019_Human_Measles,DDX58;STAT1;STAT2;MX1;STAT3;EIF2AK2;ADAR;IFIH1;OAS1;CASP3;OAS3;IRF7;FAS;IRF9
